==308065== NVPROF is profiling process 308065, command: ./euler3d_adapt ../../data/cfd/fvcorr.domn.097K
==308065== Profiling application: ./euler3d_adapt ../../data/cfd/fvcorr.domn.097K
==308065== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Unified Memory","Virtual Address","Name","Correlation_ID"
s,ms,,,,,,,,B,B,MB,GB/s,,,,,,B,,,
1.945684,0.053058,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38078
1.945738,0.014624,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38088
1.945753,0.009761,,,,,,,,,,1.853027,185.390535,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38091
1.945776,0.007521,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38097
1.945787,0.053666,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38106
1.945841,0.014657,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38116
1.945856,0.053250,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38125
1.945910,0.014816,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38135
1.945926,0.052034,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38144
1.945978,0.014881,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38154
1.945994,0.009920,,,,,,,,,,1.853027,182.419054,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38157
1.946017,0.007872,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38163
1.946027,0.052643,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38172
1.946081,0.014784,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38182
1.946096,0.053474,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38191
1.946150,0.014817,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38201
1.946165,0.053218,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38210
1.946219,0.015041,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38220
1.946235,0.010048,,,,,,,,,,1.853027,180.095244,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38223
1.946257,0.007648,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38229
1.946268,0.052866,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38238
1.946321,0.014721,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38248
1.946337,0.053058,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38257
1.946390,0.014849,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38267
1.946406,0.052546,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38276
1.946459,0.015200,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38286
1.946475,0.010081,,,,,,,,,,1.853027,179.505705,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38289
1.946498,0.007617,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38295
1.946509,0.053250,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38304
1.946562,0.014976,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38314
1.946578,0.053123,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38323
1.946632,0.015072,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38333
1.946647,0.053250,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38342
1.946701,0.015073,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38352
1.946717,0.009792,,,,,,,,,,1.853027,184.803617,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38355
1.946739,0.007456,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38361
1.946751,0.053891,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38370
1.946806,0.014848,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38380
1.946821,0.052578,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38389
1.946874,0.014497,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38399
1.946889,0.053058,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38408
1.946943,0.015009,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38418
1.946959,0.009920,,,,,,,,,,1.853027,182.419054,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38421
1.946981,0.007680,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38427
1.946993,0.053474,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38436
1.947047,0.014977,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38446
1.947062,0.052866,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38455
1.947116,0.014817,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38465
1.947131,0.052866,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38474
1.947184,0.015040,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38484
1.947200,0.010017,,,,,,,,,,1.853027,180.652592,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38487
1.947223,0.007489,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38493
1.947234,0.054178,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38502
1.947289,0.014784,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38512
1.947304,0.053219,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38521
1.947358,0.014752,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38531
1.947373,0.052866,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38540
1.947427,0.014945,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38550
1.947442,0.010080,,,,,,,,,,1.853027,179.523513,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38553
1.947465,0.007904,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38559
1.947475,0.055074,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38568
1.947531,0.014784,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38578
1.947546,0.052674,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38587
1.947600,0.015009,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38597
1.947615,0.052706,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38606
1.947668,0.014657,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38616
1.947684,0.010048,,,,,,,,,,1.853027,180.095244,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38619
1.947707,0.007584,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38625
1.947718,0.053218,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38634
1.947771,0.014945,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38644
1.947787,0.053538,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38653
1.947841,0.014656,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38663
1.947856,0.052706,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38672
1.947909,0.014816,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38682
1.947925,0.010273,,,,,,,,,,1.853027,176.150785,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38685
1.947948,0.007616,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38691
1.947959,0.054114,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38700
1.948014,0.014848,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38710
1.948029,0.052803,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38719
1.948083,0.014784,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38729
1.948098,0.052066,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38738
1.948151,0.014753,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38748
1.948166,0.010176,,,,,,,,,,1.853027,177.829895,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38751
1.948189,0.007872,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38757
1.948200,0.052706,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38766
1.948253,0.014817,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38776
1.948269,0.052738,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38785
1.948322,0.014753,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38795
1.948337,0.052930,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38804
1.948391,0.014688,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38814
1.948406,0.010049,,,,,,,,,,1.853027,180.077323,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38817
1.948430,0.007585,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38823
1.948440,0.052962,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38832
1.948494,0.014881,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38842
1.948509,0.053026,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38851
1.948563,0.015296,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38861
1.948578,0.053571,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38870
1.948633,0.015072,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38880
1.948648,0.009793,,,,,,,,,,1.853027,184.784746,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38883
1.948670,0.007616,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38889
1.948681,0.053315,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38898
1.948735,0.014976,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38908
1.948750,0.053314,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38917
1.948804,0.014593,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38927
1.948819,0.052802,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38936
1.948873,0.015073,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38946
1.948888,0.010080,,,,,,,,,,1.853027,179.523513,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",38949
1.948911,0.007584,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",38955
1.948922,0.054466,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38964
1.948977,0.014689,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38974
1.948993,0.053378,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",38983
1.949047,0.014593,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",38993
1.949062,0.052418,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39002
1.949115,0.015040,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39012
1.949130,0.010113,,,,,,,,,,1.853027,178.937705,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",39015
1.949154,0.007809,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",39021
1.949165,0.052706,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39030
1.949218,0.014721,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39040
1.949233,0.052642,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39049
1.949286,0.014688,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39059
1.949302,0.053602,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39068
1.949356,0.014881,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39078
1.949371,0.010368,,,,,,,,,,1.853027,174.536749,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",39081
1.949395,0.007712,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",39087
1.949405,0.053411,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39096
1.949459,0.014816,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39106
1.949475,0.052578,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39115
1.949528,0.014785,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39125
1.949543,0.052258,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39134
1.949596,0.014721,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39144
1.949611,0.010048,,,,,,,,,,1.853027,180.095244,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",39147
1.949634,0.007584,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",39153
1.949645,0.052930,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39162
1.949698,0.015169,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39172
1.949714,0.053538,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39181
1.949768,0.014593,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39191
1.949783,0.053282,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39200
1.949837,0.014752,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39210
1.949852,0.010241,,,,,,,,,,1.853027,176.701203,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",39213
1.949876,0.007777,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",39219
1.949886,0.053506,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39228
1.949940,0.014880,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39238
1.949956,0.052451,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39247
1.950009,0.014816,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39257
1.950024,0.053634,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39266
1.950078,0.014881,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39276
1.950094,0.010176,,,,,,,,,,1.853027,177.829895,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",39279
1.950116,0.007840,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",39285
1.950127,0.053730,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39294
1.950181,0.014945,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39304
1.950197,0.052386,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39313
1.950250,0.014657,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39323
1.950265,0.053122,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39332
1.950319,0.015201,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39342
1.950334,0.010432,,,,,,,,,,1.853027,173.465972,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",39345
1.950358,0.007713,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",39351
1.950368,0.053538,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39360
1.950422,0.014721,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39370
1.950438,0.053762,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39379
1.950492,0.014656,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39389
1.950507,0.053251,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39398
1.950561,0.014848,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39408
1.950576,0.010145,,,,,,,,,,1.853027,178.373289,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",39411
1.950600,0.007936,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",39417
1.950611,0.052930,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39426
1.950664,0.015360,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39436
1.950680,0.052610,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39445
1.950733,0.015009,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39455
1.950749,0.053058,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39464
1.950802,0.014177,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39474
1.950817,0.010048,,,,,,,,,,1.853027,180.095244,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",39477
1.950840,0.007584,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",39483
1.950851,0.053794,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39492
1.950905,0.015297,506,1,1,192,1,1,24,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_time_step(int, int, float*, float*, float*, float*)",39502
1.950921,0.053282,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",39511
